time_step, score
0, 0.8235294117647058
1, 0.8235294117647058
2, 0.8235294117647058
3, 0.8235294117647058
4, 0.8235294117647058
5, 0.8235294117647058
6, 0.8235294117647058
7, 0.8235294117647058
8, 0.8235294117647058
9, 0.8235294117647058
10, 0.8235294117647058
11, 0.8235294117647058
12, 0.8235294117647058
13, 0.8235294117647058
14, 0.8235294117647058
15, 0.8235294117647058
16, 0.8235294117647058
17, 0.8235294117647058
18, 0.8235294117647058
19, 0.8235294117647058
20, 0.8235294117647058
21, 0.8235294117647058
22, 0.8235294117647058
23, 0.8235294117647058
24, 0.8235294117647058
25, 0.8235294117647058
26, 0.8235294117647058
27, 0.8235294117647058
28, 0.8235294117647058
29, 0.8235294117647058
30, 0.8235294117647058
31, 0.8235294117647058
32, 0.8235294117647058
33, 0.8235294117647058
34, 0.8235294117647058
35, 0.8235294117647058
36, 0.8235294117647058
37, 0.8235294117647058
38, 0.8235294117647058
39, 0.8235294117647058
40, 0.8235294117647058
41, 0.8235294117647058
42, 0.8235294117647058
43, 0.8235294117647058
44, 0.8235294117647058
45, 0.8235294117647058
46, 0.8235294117647058
47, 0.8235294117647058
48, 0.8235294117647058
49, 0.8235294117647058
50, 0.8235294117647058
51, 0.8235294117647058
52, 0.8235294117647058
53, 0.8235294117647058
54, 0.8235294117647058
55, 0.8235294117647058
56, 0.8235294117647058
57, 0.8235294117647058
58, 0.8235294117647058
59, 0.8235294117647058
60, 0.8235294117647058
61, 0.8235294117647058
62, 0.8235294117647058
63, 0.8235294117647058
64, 0.8235294117647058
65, 0.8235294117647058
66, 0.8235294117647058
67, 0.8235294117647058
68, 0.8235294117647058
69, 0.8235294117647058
70, 0.8235294117647058
71, 0.8235294117647058
72, 0.8235294117647058
73, 0.8235294117647058
74, 0.8235294117647058
75, 0.8235294117647058
76, 0.8235294117647058
77, 0.8235294117647058
78, 0.8235294117647058
79, 0.8235294117647058
80, 0.8235294117647058
81, 0.8235294117647058
82, 0.8235294117647058
83, 0.8235294117647058
84, 0.8235294117647058
85, 0.8235294117647058
86, 0.8235294117647058
87, 0.8235294117647058
88, 0.8235294117647058
89, 0.8235294117647058
90, 0.8235294117647058
91, 0.8235294117647058
92, 0.8235294117647058
93, 0.8235294117647058
94, 0.8235294117647058
95, 0.8235294117647058
96, 0.8235294117647058
97, 0.8235294117647058
98, 0.8235294117647058
99, 0.8235294117647058
100, 0.8235294117647058
101, 0.8235294117647058
102, 0.8235294117647058
103, 0.8235294117647058
104, 0.8235294117647058
105, 0.8235294117647058
106, 0.8235294117647058
107, 0.8235294117647058
108, 0.8235294117647058
109, 0.8235294117647058
110, 0.8235294117647058
111, 0.8235294117647058
112, 0.8235294117647058
113, 0.8235294117647058
114, 0.8235294117647058
115, 0.8235294117647058
116, 0.8235294117647058
117, 0.8235294117647058
118, 0.8235294117647058
119, 0.8235294117647058
120, 0.8235294117647058
121, 0.8235294117647058
122, 0.8235294117647058
123, 0.8235294117647058
124, 0.8235294117647058
125, 0.8235294117647058
126, 0.8235294117647058
127, 0.8235294117647058
128, 0.8235294117647058
129, 0.8235294117647058
130, 0.8235294117647058
131, 0.8235294117647058
132, 0.8235294117647058
133, 0.8235294117647058
134, 0.8235294117647058
135, 0.8235294117647058
136, 0.8235294117647058
137, 0.8235294117647058
138, 0.8235294117647058
139, 0.8235294117647058
140, 0.8235294117647058
141, 0.8235294117647058
142, 0.8235294117647058
143, 0.8235294117647058
144, 0.8235294117647058
145, 0.8235294117647058
146, 0.8235294117647058
147, 0.8235294117647058
148, 0.8235294117647058
149, 0.8235294117647058
150, 0.8235294117647058
151, 0.8235294117647058
152, 0.8235294117647058
153, 0.8235294117647058
154, 0.8235294117647058
155, 0.8235294117647058
156, 0.8235294117647058
157, 0.8235294117647058
158, 0.8235294117647058
159, 0.8235294117647058
160, 0.8235294117647058
161, 0.8235294117647058
162, 0.8235294117647058
163, 0.8235294117647058
164, 0.8235294117647058
165, 0.8235294117647058
166, 0.8235294117647058
167, 0.8235294117647058
168, 0.8235294117647058
169, 0.8235294117647058
170, 0.8235294117647058
171, 0.8235294117647058
172, 0.8235294117647058
173, 0.8235294117647058
174, 0.8235294117647058
175, 0.8235294117647058
176, 0.8235294117647058
177, 0.8235294117647058
178, 0.8235294117647058
179, 0.8235294117647058
180, 0.8235294117647058
181, 0.8235294117647058
182, 0.8235294117647058
183, 0.8235294117647058
184, 0.8235294117647058
185, 0.8235294117647058
186, 0.8235294117647058
187, 0.8235294117647058
188, 0.8235294117647058
189, 0.8235294117647058
190, 0.8235294117647058
191, 0.8235294117647058
192, 0.8235294117647058
193, 0.8235294117647058
194, 0.8235294117647058
195, 0.8235294117647058
196, 0.8235294117647058
197, 0.8235294117647058
